FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180325;1500;2;;;
180325;1600;6;;;
180325;1700;5;;;
180325;1800;6;;;
180325;1900;7;;;
180325;2000;8;;;
180325;2100;8;;;
180325;2200;9;;;
180325;2300;7;;;
180326;0000;4;;;
180326;0100;6;;;
180326;0200;3;;;
180326;0300;1;;;
180326;0400;3;;;
180326;0500;4;;;
180326;0600;1;;;
180326;0700;2;;;
180326;0800;2;;;
180326;0900;6;;;
180326;1000;7;;;
180326;1100;6;;;
180326;1200;5;;;
180326;1300;3;;;
180326;1400;1;;;
180326;1500;3;;;
180326;1600;;18;;
180326;1700;3;;;
180326;1800;6;;;
180326;1900;7;;;
180326;2000;9;;;
180326;2100;10;;;
180326;2200;8;;;
180326;2300;4;;;
180327;0000;1;;;
180327;0100;1;;;
180327;0200;1;;;
180327;0300;2;;;
180327;0400;1;;;
180327;0500;1;;;
180327;0600;1;;;
180327;0700;3;;;
180327;0800;15;;;
180327;0900;5;;;
180327;1000;6;;;
180327;1100;7;;;
180327;1200;5;;;
180327;1300;7;;;
180327;1400;6;;;
180327;1500;2;;;
180327;1600;3;;;
180327;1700;7;;;
180327;1800;11;;;
180327;1900;12;;;
180327;2000;12;;;
180327;2100;11;;;
180327;2200;10;;;
180327;2300;16;;;
180328;0000;13;;;
180328;0100;18;;;
180328;0200;15;;;
180328;0300;16;;;
180328;0400;4;;;
180328;0500;7;;;
180328;0600;10;;;
180328;0700;20;;;
180328;0800;26;;;
180328;0900;22;;;
180328;1000;29;;;
180328;1100;14;;;
180328;1200;1;;;
180328;1300;1;;;
180328;1400;5;;;
180328;1500;7;;;
180328;1600;9;;;
180328;1700;23;;;
180328;1800;24;;;
180328;1900;4;;;
180328;2000;7;;;
180328;2100;7;;;
180328;2200;4;;;
180328;2300;4;;;
180329;0000;6;;;
180329;0100;1;;;
180329;0200;1;;;
180329;0300;4;;;
180329;0400;1;;;
180329;0500;1;;;
180329;0600;2;;;
180329;0700;2;;;
180329;0800;2;;;
180329;0900;4;;;
180329;1000;5;;;
180329;1100;7;;;
180329;1200;7;;;
180329;1300;5;;;
180329;1400;1;;;
180329;1500;1;;;
180329;1600;2;;;
180329;1700;4;;;
180329;1800;7;;;
180329;1900;30;;;
180329;2000;18;;;
180329;2100;8;;;
180329;2200;7;;;
180329;2300;1;;;
180330;0000;1;;;
180330;0100;5;;;
180330;0200;4;;;
180330;0300;5;;;
180330;0400;2;;;
180330;0500;1;;;
180330;0600;7;;;
180330;0700;14;;;
180330;0800;18;;;
180330;0900;17;;;
180330;1000;20;;;
180330;1100;7;;;
180330;1200;8;;;
180330;1300;6;;;
180330;1400;1;;;
180330;1500;1;;;
180330;1600;4;;;
180330;1700;2;;;
180330;1800;1;;;
180330;1900;7;;;
180330;2000;7;;;
180330;2100;3;;;
180330;2200;3;;;
180330;2300;2;;;
180331;0000;3;;;
180331;0100;4;;;
180331;0200;3;;;
180331;0300;2;;;
180331;0400;1;;;
180331;0500;1;;;
180331;0600;2;;;
180331;0700;4;;;
180331;0800;1;;;
180331;0900;3;;;
180331;1000;6;;;
180331;1100;1;;;
180331;1200;1;;;
180331;1300;4;;;
180331;1400;2;;;
180331;1500;3;;;
180331;1600;3;;;
180331;1700;5;;;
180331;1800;7;;;
180331;1900;7;;;
180331;2000;13;;;
180331;2100;13;;;
180331;2200;10;;;
180331;2300;8;;;
180401;0000;12;;;
180401;0100;7;;;
180401;0200;1;;;
180401;0300;2;;;
180401;0400;1;;;
180401;0500;1;;;
180401;0600;2;;;
180401;0700;7;;;
180401;0800;7;;;
180401;0900;2;;;
180401;1000;3;;;
180401;1100;4;;;
180401;1200;8;;;
180401;1300;7;;;
180401;1400;2;;;
180401;1500;1;;;
180401;1600;3;;;
180401;1700;4;;;
180401;1800;14;;;
180401;1900;19;;;
180401;2000;21;;;
180401;2100;10;;;
180401;2200;7;;;
180401;2300;5;;;
180402;0000;3;;;
180402;0100;6;;;
180402;0200;7;;;
180402;0300;7;;;
180402;0400;14;;;
180402;0500;7;;;
180402;0600;9;;;
180402;0700;11;;;
180402;0800;14;;;
180402;0900;23;;;
180402;1000;;;;
180402;1100;37;;;
180402;1200;22;;;
180402;1300;18;;;
180402;1400;9;;;
180402;1500;7;;;
180402;1600;9;;;
180402;1700;12;;;
180402;1800;11;;;
180402;1900;12;;;
180402;2000;22;;;
180402;2100;13;;;
180402;2200;9;;;
180402;2300;1;;;
180403;0000;1;;;
180403;0100;1;;;
180403;0200;1;;;
180403;0300;1;;;
180403;0400;1;;;
180403;0500;1;;;
180403;0600;1;;;
180403;0700;3;;;
180403;0800;5;;;
180403;0900;11;;;
180403;1000;7;;;
180403;1100;3;;;
180403;1200;7;;;
180403;1300;8;;;
180403;1400;7;;;
180403;1500;6;;;
180403;1600;5;;;
180403;1700;28;;;
180403;1800;16;;;
180403;1900;15;;;
180403;2000;10;;;
180403;2100;15;;;
180403;2200;18;;;
180403;2300;26;;;
180404;0000;21;;;
180404;0100;16;;;
180404;0200;7;;;
180404;0300;7;;;
180404;0400;3;;;
180404;0500;1;;;
180404;0600;2;;;
180404;0700;4;;;
180404;0800;6;;;
180404;0900;4;;;
180404;1000;3;;;
180404;1100;2;;;
180404;1200;1;;;
180404;1300;7;;;
180404;1400;7;;;
180404;1500;7;;;
180404;1600;9;;;
180404;1700;9;;;
180404;1800;15;;;
180404;1900;11;;;
180404;2000;12;;;
180404;2100;12;;;
180404;2200;10;;;
180404;2300;18;;;
180405;0000;27;;;
180405;0100;21;;;
180405;0200;18;;;
180405;0300;10;;;
180405;0400;11;;;
180405;0500;12;;;
180405;0600;11;;;
180405;0700;9;;;
180405;0800;9;;;
180405;0900;32;;;
180405;1000;18;;;
180405;1100;8;;;
180405;1200;7;;;
180405;1300;5;;;
180405;1400;2;;;
180405;1500;2;;;
180405;1600;7;;;
180405;1700;14;;;
180405;1800;11;;;
180405;1900;12;;;
180405;2000;12;;;
180405;2100;9;;;
180405;2200;6;;;
180405;2300;4;;;
180406;0000;6;;;
180406;0100;7;;;
180406;0200;7;;;
180406;0300;3;;;
180406;0400;1;;;
180406;0500;3;;;
180406;0600;;;;
180406;0700;;;;
180406;0800;;;;
180406;0900;;;;
180406;1000;;;;
180406;1100;;;;
180406;1200;;;;
180406;1300;;;;
180406;1400;;;;
180406;1500;;;;
180406;1600;1;;;
180406;1700;1;;;
180406;1800;13;;;
180406;1900;8;;;
180406;2000;6;;;
180406;2100;5;;;
180406;2200;7;;;
180406;2300;50;;;
180407;0000;78;;;
180407;0100;71;;;
180407;0200;35;;;
180407;0300;23;;;
180407;0400;21;;;
180407;0500;17;;;
180407;0600;20;;;
180407;0700;26;;;
180407;0800;32;;;
180407;0900;40;;;
180407;1000;49;;;
180407;1100;27;;;
180407;1200;24;;;
180407;1300;16;;;
180407;1400;8;;;
180407;1500;7;;;
180407;1600;24;;;
180407;1700;22;;;
180407;1800;39;;;
180407;1900;50;;;
180407;2000;51;;;
180407;2100;70;;;
180407;2200;74;;;
180407;2300;41;;;
180408;0000;27;;;
180408;0100;24;;;
180408;0200;19;;;
180408;0300;24;;;
180408;0400;28;;;
180408;0500;18;;;
180408;0600;20;;;
180408;0700;20;;;
180408;0800;10;;;
180408;0900;21;;;
180408;1000;50;;;
180408;1100;56;;;
180408;1200;60;;;
180408;1300;33;;;
180408;1400;46;;;
180408;1500;35;;;
180408;1600;23;;;
180408;1700;32;;;
180408;1800;25;;;
180408;1900;19;;;
180408;2000;28;;;
180408;2100;24;;;
180408;2200;16;;;
180408;2300;69;;;
180409;0000;58;;;
180409;0100;51;;;
180409;0200;27;;;
180409;0300;25;;;
180409;0400;18;;;
180409;0500;17;;;
180409;0600;26;;;
180409;0700;;;;
180409;0800;;;33;
180409;0900;27;;;
180409;1000;29;;;
180409;1100;27;;;
180409;1200;19;;;
180409;1300;14;;;
180409;1400;11;;;
180409;1500;7;;;
180409;1600;15;;;
180409;1700;1;;;
180409;1800;4;;;
180409;1900;5;;;
180409;2000;5;;;
180409;2100;2;;;
180409;2200;1;;;
180409;2300;1;;;
180410;0000;1;;;
180410;0100;1;;;
180410;0200;2;;;
180410;0300;1;;;
180410;0400;1;;;
180410;0500;1;;;
180410;0600;;;;
180410;0700;1;;;
180410;0800;2;;;
180410;0900;3;;;
180410;1000;1;;;
180410;1100;1;;;
180410;1200;1;;;
180410;1300;1;;;
180410;1400;1;;;
180410;1500;1;;;
180410;1600;5;;;
180410;1700;14;;;
180410;1800;14;;;
180410;1900;19;;;
180410;2000;20;;;
180410;2100;10;;;
180410;2200;10;;;
180410;2300;20;;;
180411;0000;1;;;
180411;0100;4;;;
180411;0200;8;;;
180411;0300;6;;;
180411;0400;1;;;
180411;0500;1;;;
180411;0600;1;;;
180411;0700;1;;;
180411;0800;1;;;
180411;0900;3;;;
180411;1000;6;;;
180411;1100;5;;;
180411;1200;4;;;
180411;1300;3;;;
180411;1400;3;;;
180411;1500;5;;;
180411;1600;5;;;
180411;1700;7;;;
180411;1800;7;;;
180411;1900;7;;;
180411;2000;46;;;
180411;2100;63;;;
180411;2200;136;;;
180411;2300;146;;;
180412;0000;72;;;
180412;0100;18;;;
180412;0200;28;;;
180412;0300;21;;;
180412;0400;11;;;
180412;0500;16;;;
180412;0600;42;;;
180412;0700;90;;;
180412;0800;134;;;
180412;0900;95;;;
180412;1000;67;;;
180412;1100;18;;;
180412;1200;3;;;
180412;1300;1;;;
180412;1400;1;;;
180412;1500;4;;;
180412;1600;8;;;
180412;1700;7;;;
180412;1800;6;;;
180412;1900;7;;;
180412;2000;15;;;
180412;2100;11;;;
180412;2200;9;;;
180412;2300;7;;;
180413;0000;4;;;
180413;0100;17;;;
180413;0200;40;;;
180413;0300;35;;;
180413;0400;26;;;
180413;0500;14;;;
180413;0600;27;;;
180413;0700;31;;;
180413;0800;49;;;
180413;0900;59;;;
180413;1000;62;;;
180413;1100;7;;;
180413;1200;6;;;
180413;1300;3;;;
180413;1400;7;;;
180413;1500;9;;;
180413;1600;8;;;
180413;1700;14;;;
180413;1800;15;;;
180413;1900;17;;;
180413;2000;10;;;
180413;2100;10;;;
180413;2200;15;;;
180413;2300;57;;;
180414;0000;45;;;
180414;0100;41;;;
180414;0200;57;;;
180414;0300;40;;;
180414;0400;21;;;
180414;0500;24;;;
180414;0600;18;;;
180414;0700;19;;;
180414;0800;33;;;
180414;0900;64;;;
180414;1000;88;;;
180414;1100;90;;;
180414;1200;77;;;
180414;1300;22;;;
180414;1400;8;;;
180414;1500;7;;;
180414;1600;8;;;
180414;1700;12;;;
180414;1800;18;;;
180414;1900;15;;;
180414;2000;81;;;
180414;2100;135;;;
180414;2200;86;;;
180414;2300;136;;;
180415;0000;79;;;
180415;0100;142;;;
180415;0200;76;;;
180415;0300;68;;;
180415;0400;45;;;
180415;0500;37;;;
180415;0600;46;;;
180415;0700;35;;;
180415;0800;42;;;
180415;0900;57;;;
180415;1000;69;;;
180415;1100;57;;;
180415;1200;49;;;
180415;1300;46;;;
180415;1400;27;;;
180415;1500;24;;;
180415;1600;18;;;
180415;1700;18;;;
180415;1800;16;;;
180415;1900;27;;;
180415;2000;28;;;
180415;2100;15;;;
180415;2200;8;;;
180415;2300;7;;;
180416;0000;7;;;
180416;0100;5;;;
180416;0200;1;;;
180416;0300;26;;;
180416;0400;7;;;
180416;0500;7;;;
180416;0600;10;;;
180416;0700;18;;;
180416;0800;20;;;
180416;0900;31;;;
180416;1000;9;;;
180416;1100;8;;;
180416;1200;8;;;
180416;1300;6;;;
180416;1400;6;;;
180416;1500;15;;;
180416;1600;11;;;
180416;1700;10;;;
180416;1800;9;;;
180416;1900;10;;;
180416;2000;9;;;
180416;2100;11;;;
180416;2200;24;;;
180416;2300;44;;;
180417;0000;24;;;
180417;0100;87;;;
180417;0200;62;;;
180417;0300;29;;;
180417;0400;24;;;
180417;0500;17;;;
180417;0600;19;;;
180417;0700;26;;;
180417;0800;42;;;
180417;0900;73;;;
180417;1000;35;;;
180417;1100;18;;;
180417;1200;6;;;
180417;1300;6;;;
180417;1400;3;;;
180417;1500;2;;;
180417;1600;5;;;
180417;1700;7;;;
180417;1800;18;;;
180417;1900;12;;;
180417;2000;12;;;
180417;2100;9;;;
180417;2200;9;;;
180417;2300;7;;;
180418;0000;4;;;
180418;0100;7;;;
180418;0200;7;;;
180418;0300;8;;;
180418;0400;32;;;
180418;0500;37;;;
180418;0600;40;;;
180418;0700;55;;;
180418;0800;68;;;
180418;0900;76;;;
180418;1000;93;;;
180418;1100;39;;;
180418;1200;9;;;
180418;1300;9;;;
180418;1400;8;;;
180418;1500;7;;;
180418;1600;7;;;
180418;1700;10;;;
180418;1800;16;;;
180418;1900;10;;;
180418;2000;7;;;
180418;2100;15;;;
180418;2200;6;;;
180418;2300;5;;;
180419;0000;4;;;
180419;0100;2;;;
180419;0200;3;;;
180419;0300;3;;;
180419;0400;31;;;
180419;0500;25;;;
180419;0600;22;;;
180419;0700;22;;;
180419;0800;39;;;
180419;0900;36;;;
180419;1000;30;;;
180419;1100;23;;;
180419;1200;25;;;
180419;1300;24;;;
180419;1400;16;;;
180419;1500;9;;;
180419;1600;9;;;
180419;1700;10;;;
180419;1800;19;;;
180419;1900;24;;;
180419;2000;43;;;
180419;2100;56;;;
180419;2200;68;;;
180419;2300;43;;;
180420;0000;28;;;
180420;0100;33;;;
180420;0200;23;;;
180420;0300;18;;;
180420;0400;28;;;
180420;0500;24;;;
180420;0600;22;;;
180420;0700;23;;;
180420;0800;31;;;
180420;0900;29;;;
180420;1000;15;;;
180420;1100;14;;;
180420;1200;1;;;
180420;1300;1;;;
180420;1400;3;;;
180420;1500;2;;;
180420;1600;2;;;
180420;1700;8;;;
180420;1800;11;;;
180420;1900;9;;;
180420;2000;11;;;
180420;2100;12;;;
180420;2200;11;;;
180420;2300;23;;;
180421;0000;39;;;
180421;0100;48;;;
180421;0200;41;;;
180421;0300;11;;;
180421;0400;34;;;
180421;0500;30;;;
180421;0600;24;;;
180421;0700;25;;;
180421;0800;24;;;
180421;0900;28;;;
180421;1000;24;;;
180421;1100;10;;;
180421;1200;7;;;
180421;1300;6;;;
180421;1400;4;;;
180421;1500;1;;;
180421;1600;1;;;
180421;1700;1;;;
180421;1800;4;;;
180421;1900;19;;;
180421;2000;20;;;
180421;2100;38;;;
180421;2200;31;;;
180421;2300;14;;;
180422;0000;9;;;
180422;0100;7;;;
180422;0200;3;;;
180422;0300;7;;;
180422;0400;4;;;
180422;0500;1;;;
180422;0600;1;;;
180422;0700;1;;;
180422;0800;4;;;
180422;0900;4;;;
180422;1000;4;;;
180422;1100;5;;;
180422;1200;;15;;
180422;1300;6;;;
180422;1400;7;;;
180422;1500;6;;;
180422;1600;5;;;
180422;1700;9;;;
180422;1800;11;;;
180422;1900;14;;;
180422;2000;17;;;
180422;2100;14;;;
180422;2200;23;;;
180422;2300;4;;;
180423;0000;3;;;
180423;0100;5;;;
180423;0200;8;;;
180423;0300;7;;;
180423;0400;5;;;
180423;0500;6;;;
180423;0600;6;;;
180423;0700;4;;;
180423;0800;2;;;
180423;0900;7;;;
180423;1000;11;;;
180423;1100;7;;;
180423;1200;6;;;
180423;1300;5;;;
180423;1400;4;;;
180423;1500;5;;;
180423;1600;7;;;
180423;1700;7;;;
180423;1800;8;;;
180423;1900;15;;;
180423;2000;20;;;
180423;2100;10;;;
180423;2200;7;;;
180423;2300;7;;;
180424;0000;8;;;
180424;0100;9;;;
180424;0200;7;;;
180424;0300;16;;;
180424;0400;34;;;
180424;0500;43;;;
180424;0600;57;;;
180424;0700;83;;;
180424;0800;107;;;
180424;0900;108;;;
180424;1000;74;;;
180424;1100;18;;;
180424;1200;15;;;
180424;1300;17;;;
180424;1400;7;;;
180424;1500;14;;;
180424;1600;12;;;
180424;1700;29;;;
180424;1800;57;;;
180424;1900;42;;;
180424;2000;72;;;
180424;2100;80;;;
180424;2200;98;;;
180424;2300;82;;;
180425;0000;68;;;
180425;0100;46;;;
180425;0200;41;;;
180425;0300;31;;;
180425;0400;23;;;
180425;0500;23;;;
180425;0600;27;;;
180425;0700;38;;;
180425;0800;50;;;
180425;0900;61;;;
180425;1000;46;;;
180425;1100;41;;;
180425;1200;25;;;
180425;1300;9;;;
180425;1400;7;;;
180425;1500;8;;;
180425;1600;21;;;
180425;1700;15;;;
180425;1800;13;;;
180425;1900;47;;;
180425;2000;172;;;
180425;2100;143;;;
180425;2200;68;;;
180425;2300;70;;;
180426;0000;63;;;
180426;0100;59;;;
180426;0200;47;;;
180426;0300;31;;;
180426;0400;14;;;
180426;0500;7;;;
180426;0600;5;;;
180426;0700;7;;;
180426;0800;13;;;
180426;0900;14;;;
180426;1000;17;;;
180426;1100;26;;;
180426;1200;47;;;
180426;1300;6;;;
180426;1400;5;;;
180426;1500;4;;;
180426;1600;4;;;
180426;1700;7;;;
180426;1800;10;;;
180426;1900;7;;;
180426;2000;6;;;
180426;2100;5;;;
180426;2200;1;;;
180426;2300;29;;;
180427;0000;13;;;
180427;0100;62;;;
180427;0200;33;;;
180427;0300;10;;;
180427;0400;8;;;
180427;0500;13;;;
180427;0600;8;;;
180427;0700;24;;;
180427;0800;23;;;
180427;0900;41;;;
180427;1000;39;;;
180427;1100;34;;;
180427;1200;7;;;
180427;1300;9;;;
180427;1400;7;;;
180427;1500;7;;;
180427;1600;8;;;
180427;1700;8;;;
180427;1800;18;;;
180427;1900;10;;;
180427;2000;17;;;
180427;2100;15;;;
180427;2200;13;;;
180427;2300;10;;;
180428;0000;8;;;
180428;0100;9;;;
180428;0200;9;;;
180428;0300;7;;;
180428;0400;2;;;
180428;0500;2;;;
180428;0600;1;;;
180428;0700;2;;;
180428;0800;3;;;
180428;0900;6;;;
180428;1000;15;;;
180428;1100;24;;;
180428;1200;15;;;
180428;1300;11;;;
180428;1400;10;;;
180428;1500;11;;;
180428;1600;12;;;
180428;1700;10;;;
180428;1800;25;;;
180428;1900;22;;;
180428;2000;18;;;
180428;2100;18;;;
180428;2200;99;;;
180428;2300;25;;;
180429;0000;130;;;
180429;0100;146;;;
180429;0200;74;;;
180429;0300;51;;;
180429;0400;55;;;
180429;0500;42;;;
180429;0600;48;;;
180429;0700;46;;;
180429;0800;51;;;
180429;0900;77;;;
180429;1000;82;;;
180429;1100;64;;;
180429;1200;65;;;
180429;1300;35;;;
180429;1400;45;;;
180429;1500;47;;;
180429;1600;42;;;
180429;1700;49;;;
180429;1800;44;;;
180429;1900;51;;;
180429;2000;119;;;
180429;2100;323;;;
180429;2200;272;;;
180429;2300;190;;;
180430;0000;477;;;
180430;0100;240;;;
180430;0200;176;;;
180430;0300;77;;;
180430;0400;18;;;
180430;0500;13;;;
180430;0600;15;;;
180430;0700;25;;;
180430;0800;27;;;
180430;0900;31;;;
180430;1000;24;;;
180430;1100;28;;;
180430;1200;39;;;
180430;1300;28;;;
180430;1400;15;;;
180430;1500;39;;;
180430;1600;24;;;
180430;1700;40;;;
180430;1800;41;;;
180430;1900;104;;;
180430;2000;68;;;
180430;2100;44;;;
180430;2200;49;;;
180430;2300;41;;;
180501;0000;37;;;
180501;0100;21;;;
180501;0200;15;;;
180501;0300;12;;;
180501;0400;11;;;
180501;0500;9;;;
180501;0600;7;;;
180501;0700;4;;;
180501;0800;3;;;
180501;0900;7;;;
180501;1000;11;;;
180501;1100;12;;;
180501;1200;7;;;
180501;1300;7;;;
180501;1400;7;;;
180501;1500;4;;;
180501;1600;3;;;
180501;1700;4;;;
180501;1800;2;;;
180501;1900;5;;;
180501;2000;11;;;
180501;2100;25;;;
180501;2200;18;;;
180501;2300;24;;;
180502;0000;24;;;
180502;0100;21;;;
180502;0200;18;;;
180502;0300;14;;;
180502;0400;7;;;
180502;0500;9;;;
180502;0600;23;;;
180502;0700;20;;;
180502;0800;16;;;
180502;0900;16;;;
180502;1000;10;;;
180502;1100;7;;;
180502;1200;5;;;
180502;1300;3;;;
180502;1400;4;;;
180502;1500;9;;;
180502;1600;9;;;
180502;1700;8;;;
180502;1800;14;;;
180502;1900;3;;;
180502;2000;23;;;
180502;2100;1;;;
180502;2200;1;;;
180502;2300;1;;;
180503;0000;1;;;
180503;0100;4;;;
180503;0200;7;;;
180503;0300;5;;;
180503;0400;3;;;
180503;0500;3;;;
180503;0600;2;;;
180503;0700;4;;;
180503;0800;7;;;
180503;0900;7;;;
180503;1000;19;;;
180503;1100;7;;;
180503;1200;7;;;
180503;1300;6;;;
180503;1400;7;;;
180503;1500;8;;;
180503;1600;6;;;
180503;1700;26;;;
180503;1800;24;;;
180503;1900;30;;;
180503;2000;22;;;
180503;2100;13;;;
180503;2200;17;;;
180503;2300;13;;;
180504;0000;10;;;
180504;0100;7;;;
180504;0200;7;;;
180504;0300;9;;;
180504;0400;7;;;
180504;0500;7;;;
180504;0600;8;;;
180504;0700;7;;;
180504;0800;35;;;
180504;0900;17;;;
180504;1000;38;;;
180504;1100;24;;;
180504;1200;20;;;
180504;1300;28;;;
180504;1400;12;;;
180504;1500;16;;;
180504;1600;18;;;
180504;1700;24;;;
180504;1800;25;;;
180504;1900;54;;;
180504;2000;49;;;
180504;2100;57;;;
180504;2200;87;;;
180504;2300;115;;;
180505;0000;175;;;
180505;0100;137;;;
180505;0200;77;;;
180505;0300;57;;;
180505;0400;52;;;
180505;0500;31;;;
180505;0600;24;;;
180505;0700;28;;;
180505;0800;28;;;
180505;0900;44;;;
180505;1000;30;;;
180505;1100;18;;;
180505;1200;4;;;
180505;1300;2;;;
180505;1400;4;;;
180505;1500;5;;;
180505;1600;4;;;
180505;1700;7;;;
180505;1800;7;;;
180505;1900;10;;;
180505;2000;16;;;
180505;2100;19;;;
180505;2200;30;;;
180505;2300;15;;;
180506;0000;16;;;
180506;0100;59;;;
180506;0200;31;;;
180506;0300;30;;;
180506;0400;25;;;
180506;0500;12;;;
180506;0600;24;;;
180506;0700;42;;;
180506;0800;53;;;
180506;0900;38;;;
180506;1000;29;;;
180506;1100;22;;;
180506;1200;32;;;
180506;1300;31;;;
180506;1400;99;;;
180506;1500;52;;;
180506;1600;37;;;
180506;1700;72;;;
180506;1800;103;;;
180506;1900;110;;;
180506;2000;58;;;
180506;2100;108;;;
180506;2200;52;;;
180506;2300;33;;;
180507;0000;23;;;
180507;0100;22;;;
180507;0200;29;;;
180507;0300;46;;;
180507;0400;49;;;
180507;0500;30;;;
180507;0600;35;;;
180507;0700;29;;;
180507;0800;23;;;
180507;0900;41;;;
180507;1000;8;;;
180507;1100;23;;;
180507;1200;28;;;
180507;1300;32;;;
180507;1400;10;;;
180507;1500;20;;;
180507;1600;19;;;
180507;1700;38;;;
180507;1800;40;;;
180507;1900;45;;;
180507;2000;39;;;
180507;2100;43;;;
180507;2200;36;;;
180507;2300;22;;;
180508;0000;22;;;
180508;0100;10;;;
180508;0200;7;;;
180508;0300;7;;;
180508;0400;6;;;
180508;0500;1;;;
180508;0600;2;;;
180508;0700;7;;;
180508;0800;8;;;
180508;0900;15;;;
180508;1000;3;;;
180508;1100;;;;
180508;1200;6;;;
180508;1300;7;;;
180508;1400;6;;;
180508;1500;8;;;
180508;1600;15;;;
180508;1700;21;;;
180508;1800;55;;;
180508;1900;60;;;
180508;2000;58;;;
180508;2100;37;;;
180508;2200;25;;;
180508;2300;36;;;
180509;0000;39;;;
180509;0100;22;;;
180509;0200;7;;;
180509;0300;8;;;
180509;0400;18;;;
180509;0500;12;;;
180509;0600;12;;;
180509;0700;27;;;
180509;0800;35;;;
180509;0900;45;;;
180509;1000;35;;;
180509;1100;26;;;
180509;1200;10;;;
180509;1300;7;;;
180509;1400;26;;;
180509;1500;16;;;
180509;1600;13;;;
180509;1700;12;;;
180509;1800;21;;;
180509;1900;23;;;
180509;2000;15;;;
180509;2100;21;;;
180509;2200;14;;;
180509;2300;9;;;
180510;0000;16;;;
180510;0100;32;;;
180510;0200;35;;;
180510;0300;18;;;
180510;0400;12;;;
180510;0500;25;;;
180510;0600;31;;;
180510;0700;39;;;
180510;0800;43;;;
180510;0900;56;;;
180510;1000;51;;;
180510;1100;60;;;
180510;1200;41;;;
180510;1300;58;;;
180510;1400;60;;;
180510;1500;65;;;
180510;1600;37;;;
180510;1700;22;;;
180510;1800;41;;;
180510;1900;58;;;
180510;2000;68;;;
180510;2100;49;;;
180510;2200;34;;;
180510;2300;83;;;
180511;0000;59;;;
180511;0100;34;;;
180511;0200;20;;;
180511;0300;30;;;
180511;0400;25;;;
180511;0500;28;;;
180511;0600;24;;;
180511;0700;34;;;
180511;0800;39;;;
180511;0900;63;;;
180511;1000;42;;;
180511;1100;22;;;
180511;1200;34;;;
180511;1300;16;;;
180511;1400;8;;;
180511;1500;14;;;
180511;1600;5;;;
180511;1700;7;;;
180511;1800;16;;;
180511;1900;35;;;
180511;2000;34;;;
180511;2100;132;;;
180511;2200;77;;;
180511;2300;155;;;
180512;0000;241;;;
180512;0100;231;;;
180512;0200;182;;;
180512;0300;110;;;
180512;0400;71;;;
180512;0500;54;;;
180512;0600;34;;;
180512;0700;33;;;
180512;0800;38;;;
180512;0900;64;;;
180512;1000;77;;;
180512;1100;82;;;
180512;1200;78;;;
180512;1300;54;;;
180512;1400;7;;;
180512;1500;31;;;
180512;1600;23;;;
180512;1700;20;;;
180512;1800;24;;;
180512;1900;9;;;
180512;2000;8;;;
180512;2100;64;;;
180512;2200;77;;;
180512;2300;66;;;
180513;0000;36;;;
180513;0100;25;;;
180513;0200;7;;;
180513;0300;10;;;
180513;0400;7;;;
180513;0500;2;;;
180513;0600;2;;;
180513;0700;2;;;
180513;0800;3;;;
180513;0900;6;;;
180513;1000;6;;;
180513;1100;5;;;
180513;1200;7;;;
180513;1300;3;;;
180513;1400;4;;;
180513;1500;4;;;
180513;1600;3;;;
180513;1700;7;;;
180513;1800;6;;;
180513;1900;4;;;
180513;2000;6;;;
180513;2100;10;;;
180513;2200;36;;;
180513;2300;22;;;
180514;0000;1;;;
180514;0100;2;;;
180514;0200;1;;;
180514;0300;1;;;
180514;0400;1;;;
180514;0500;2;;;
180514;0600;3;;;
180514;0700;6;;;
180514;0800;35;;;
180514;0900;7;;;
180514;1000;5;;;
180514;1100;2;;;
180514;1200;4;;;
180514;1300;7;;;
180514;1400;7;;;
180514;1500;6;;;
180514;1600;8;;;
180514;1700;10;;;
180514;1800;7;;;
180514;1900;7;;;
180514;2000;7;;;
180514;2100;6;;;
180514;2200;86;;;
180514;2300;38;;;
180515;0000;30;;;
180515;0100;43;;;
180515;0200;45;;;
180515;0300;44;;;
180515;0400;9;;;
180515;0500;8;;;
180515;0600;7;;;
180515;0700;35;;;
180515;0800;128;;;
180515;0900;129;;;
180515;1000;106;;;
180515;1100;57;;;
180515;1200;24;;;
180515;1300;5;;;
180515;1400;7;;;
180515;1500;9;;;
180515;1600;6;;;
180515;1700;7;;;
180515;1800;20;;;
180515;1900;19;;;
180515;2000;7;;;
180515;2100;9;;;
180515;2200;34;;;
180515;2300;146;;;
180516;0000;144;;;
180516;0100;128;;;
180516;0200;118;;;
180516;0300;90;;;
180516;0400;71;;;
180516;0500;34;;;
180516;0600;;;;
180516;0700;;;;
180516;0800;49;;;
180516;0900;68;;;
180516;1000;68;;;
180516;1100;59;;;
180516;1200;60;;;
180516;1300;58;;;
180516;1400;60;;;
180516;1500;55;;;
180516;1600;57;;;
180516;1700;60;;;
180516;1800;7;;;
180516;1900;7;;;
180516;2000;7;;;
180516;2100;8;;;
180516;2200;10;;;
180516;2300;7;;;
180517;0000;20;;;
180517;0100;12;;;
180517;0200;11;;;
180517;0300;10;;;
180517;0400;10;;;
180517;0500;9;;;
180517;0600;8;;;
180517;0700;10;;;
180517;0800;9;;;
180517;0900;16;;;
180517;1000;26;;;
180517;1100;14;;;
180517;1200;16;;;
